field_id,subset,phenotype_description,type
40001,M93,Cause of death: Other osteochondropathies,binary
40001,M94,Cause of death: Other disorders of cartilage,binary
40001,M95,Cause of death: Other acquired deformities of musculoskeletal system and connective tissue,binary
40001,M96,"Cause of death: Postprocedural musculoskeletal disorders, not elsewhere classified",binary
40001,M99,"Cause of death: Biomechanical lesions, not elsewhere classified",binary
40001,N00,Cause of death: Acute nephritic syndrome,binary
40001,N01,Cause of death: Rapidly progressive nephritic syndrome,binary
40001,N02,Cause of death: Recurrent and persistent haematuria,binary
40001,N03,Cause of death: Chronic nephritic syndrome,binary
40001,N04,Cause of death: Nephrotic syndrome,binary
40001,N05,Cause of death: Unspecified nephritic syndrome,binary
40001,N06,Cause of death: Isolated proteinuria with specified morphological lesion,binary
40001,N07,"Cause of death: Hereditary nephropathy, not elsewhere classified",binary
40001,N08,Cause of death: Glomerular disorders in diseases classified elsewhere,binary
40001,N10,Cause of death: Acute tubulo-interstitial nephritis,binary
40001,N11,Cause of death: Chronic tubulo-interstitial nephritis,binary
40001,N12,"Cause of death: Tubulo-interstitial nephritis, not specified as acute or chronic",binary
40001,N13,Cause of death: Obstructive and reflux uropathy,binary
40001,N14,Cause of death: Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,binary
40001,N15,Cause of death: Other renal tubulo-interstitial diseases,binary
40001,N16,Cause of death: Renal tubulo-interstitial disorders in diseases classified elsewhere,binary
40001,N17,Cause of death: Acute renal failure,binary
40001,N18,Cause of death: Chronic renal failure,binary
40001,N19,Cause of death: Unspecified renal failure,binary
40001,N20,Cause of death: Calculus of kidney and ureter,binary
40001,N21,Cause of death: Calculus of lower urinary tract,binary
40001,N22,Cause of death: Calculus of urinary tract in diseases classified elsewhere,binary
40001,N23,Cause of death: Unspecified renal colic,binary
40001,N25,Cause of death: Disorders resulting from impaired renal tubular function,binary
40001,N26,Cause of death: Unspecified contracted kidney,binary
40001,N27,Cause of death: Small kidney of unknown cause,binary
40001,N28,"Cause of death: Other disorders of kidney and ureter, not elsewhere classified",binary
40001,N29,Cause of death: Other disorders of kidney and ureter in diseases classified elsewhere,binary
40001,N30,Cause of death: Cystitis,binary
40001,N31,"Cause of death: Neuromuscular dysfunction of bladder, not elsewhere classified",binary
40001,N32,Cause of death: Other disorders of bladder,binary
40001,N33,Cause of death: Bladder disorders in diseases classified elsewhere,binary
40001,N34,Cause of death: Urethritis and urethral syndrome,binary
40001,N35,Cause of death: Urethral stricture,binary
40001,N36,Cause of death: Other disorders of urethra,binary
40001,N37,Cause of death: Urethral disorders in diseases classified elsewhere,binary
40001,N39,Cause of death: Other disorders of urinary system,binary
40001,N40,Cause of death: Hyperplasia of prostate,binary
40001,N41,Cause of death: Inflammatory diseases of prostate,binary
40001,N42,Cause of death: Other disorders of prostate,binary
40001,N43,Cause of death: Hydrocele and spermatocele,binary
40001,N44,Cause of death: Torsion of testis,binary
40001,N45,Cause of death: Orchitis and epididymitis,binary
40001,N46,Cause of death: Male infertility,binary
40001,N47,"Cause of death: Redundant prepuce, phimosis and paraphimosis",binary
40001,N48,Cause of death: Other disorders of penis,binary
40001,N49,"Cause of death: Inflammatory disorders of male genital organs, not elsewhere classified",binary
40001,N50,Cause of death: Other disorders of male genital organs,binary
40001,N51,Cause of death: Disorders of male genital organs in diseases classified elsewhere,binary
40001,N60,Cause of death: Benign mammary dysplasia,binary
40001,N61,Cause of death: Inflammatory disorders of breast,binary
40001,N62,Cause of death: Hypertrophy of breast,binary
40001,N63,Cause of death: Unspecified lump in breast,binary
40001,N64,Cause of death: Other disorders of breast,binary
40001,N70,Cause of death: Salpingitis and oophoritis,binary
40001,N71,"Cause of death: Inflammatory disease of uterus, except cervix",binary
40001,N72,Cause of death: Inflammatory disease of cervix uteri,binary
40001,N73,Cause of death: Other female pelvic inflammatory diseases,binary
40001,N74,Cause of death: Female pelvic inflammatory disorders in diseases classified elsewhere,binary
40001,N75,Cause of death: Diseases of Bartholin's gland,binary
40001,N76,Cause of death: Other inflammation of vagina and vulva,binary
40001,N77,Cause of death: Vulvovaginal ulceration and inflammation in diseases classified elsewhere,binary
40001,N80,Cause of death: Endometriosis,binary
40001,N81,Cause of death: Female genital prolapse,binary
40001,N82,Cause of death: Fistulae involving female genital tract,binary
40001,N83,"Cause of death: Noninflammatory disorders of ovary, Fallopian tube and broad ligament",binary
40001,N84,Cause of death: Polyp of female genital tract,binary
40001,N85,"Cause of death: Other noninflammatory disorders of uterus, except cervix",binary
40001,N86,Cause of death: Erosion and ectropion of cervix uteri,binary
40001,N87,Cause of death: Dysplasia of cervix uteri,binary
40001,N88,Cause of death: Other noninflammatory disorders of cervix uteri,binary
40001,N89,Cause of death: Other noninflammatory disorders of vagina,binary
40001,N90,Cause of death: Other noninflammatory disorders of vulva and perineum,binary
40001,N91,"Cause of death: Absent, scanty and rare menstruation",binary
40001,N92,"Cause of death: Excessive, frequent and irregular menstruation",binary
40001,N93,Cause of death: Other abnormal uterine and vaginal bleeding,binary
40001,N94,Cause of death: Pain and other conditions associated with female genital organs and menstrual cycle,binary
40001,N95,Cause of death: Menopausal and other perimenopausal disorders,binary
40001,N96,Cause of death: Habitual aborter,binary
40001,N97,Cause of death: Female infertility,binary
40001,N98,Cause of death: Complications associated with artificial fertilisation,binary
40001,N99,"Cause of death: Postprocedural disorders of genito-urinary system, not elsewhere classified",binary
40001,O00,Cause of death: Ectopic pregnancy,binary
40001,O01,Cause of death: Hydatidiform mole,binary
40001,O02,Cause of death: Other abnormal products of conception,binary
40001,O03,Cause of death: Spontaneous abortion,binary
40001,O04,Cause of death: Medical abortion,binary
40001,O05,Cause of death: Other abortion,binary
40001,O06,Cause of death: Unspecified abortion,binary
40001,O07,Cause of death: Failed attempted abortion,binary
40001,O08,Cause of death: Complications following abortion and ectopic and molar pregnancy,binary
40001,O10,"Cause of death: Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",binary
40001,O11,Cause of death: Pre-existing hypertensive disorder with superimposed proteinuria,binary
40001,O12,Cause of death: Gestational [pregnancy-induced] oedema and proteinuria without hypertension,binary
40001,O13,Cause of death: Gestational [pregnancy-induced] hypertension without significant proteinuria,binary
40001,O14,Cause of death: Gestational [pregnancy-induced] hypertension with significant proteinuria,binary
40001,O15,Cause of death: Eclampsia,binary
40001,O16,Cause of death: Unspecified maternal hypertension,binary
40001,O20,Cause of death: Haemorrhage in early pregnancy,binary
40001,O21,Cause of death: Excessive vomiting in pregnancy,binary
40001,O22,Cause of death: Venous complications in pregnancy,binary
40001,O23,Cause of death: Infections of genito-urinary tract in pregnancy,binary
40001,O24,Cause of death: Diabetes mellitus in pregnancy,binary
40001,O25,Cause of death: Malnutrition in pregnancy,binary
40001,O26,Cause of death: Maternal care for other conditions predominantly related to pregnancy,binary
40001,O28,Cause of death: Abnormal findings on antenatal screening of mother,binary
40001,O29,Cause of death: Complications of anaesthesia during pregnancy,binary
40001,O30,Cause of death: Multiple gestation,binary
40001,O31,Cause of death: Complications specific to multiple gestation,binary
40001,O32,Cause of death: Maternal care for known or suspected malpresentation of foetus,binary
40001,O33,Cause of death: Maternal care for known or suspected disproportion,binary
40001,O34,Cause of death: Maternal care for known or suspected abnormality of pelvic organs,binary
40001,O35,Cause of death: Maternal care for known or suspected foetal abnormality and damage,binary
40001,O36,Cause of death: Maternal care for other known or suspected foetal problems,binary
40001,O40,Cause of death: Polyhydramnios,binary
40001,O41,Cause of death: Other disorders of amniotic fluid and membranes,binary
40001,O42,Cause of death: Premature rupture of membranes,binary
40001,O43,Cause of death: Placental disorders,binary
40001,O44,Cause of death: Placenta praevia,binary
40001,O45,Cause of death: Premature separation of placenta [abruptio placentae],binary
40001,O46,"Cause of death: Antepartum haemorrhage, not elsewhere classified",binary
40001,O47,Cause of death: False labour,binary
40001,O48,Cause of death: Prolonged pregnancy,binary
40001,O60,Cause of death: Preterm delivery,binary
40001,O61,Cause of death: Failed induction of labour,binary
40001,O62,Cause of death: Abnormalities of forces of labour,binary
40001,O63,Cause of death: Long labour,binary
40001,O64,Cause of death: Obstructed labour due to malposition and malpresentation of foetus,binary
40001,O65,Cause of death: Obstructed labour due to maternal pelvic abnormality,binary
40001,O66,Cause of death: Other obstructed labour,binary
40001,O67,"Cause of death: Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",binary
40001,O68,Cause of death: Labour and delivery complicated by foetal stress [distress],binary
40001,O69,Cause of death: Labour and delivery complicated by umbilical cord complications,binary
40001,O70,Cause of death: Perineal laceration during delivery,binary
40001,O71,Cause of death: Other obstetric trauma,binary
40001,O72,Cause of death: Postpartum haemorrhage,binary
40001,O73,"Cause of death: Retained placenta and membranes, without haemorrhage",binary
40001,O74,Cause of death: Complications of anaesthesia during labour and delivery,binary
40001,O75,"Cause of death: Other complications of labour and delivery, not elsewhere classified",binary
40001,O80,Cause of death: Single spontaneous delivery,binary
40001,O81,Cause of death: Single delivery by forceps and vacuum extractor,binary
40001,O82,Cause of death: Single delivery by Caesarean section,binary
40001,O83,Cause of death: Other assisted single delivery,binary
40001,O84,Cause of death: Multiple delivery,binary
40001,O85,Cause of death: Puerperal sepsis,binary
40001,O86,Cause of death: Other puerperal infections,binary
40001,O87,Cause of death: Venous complications in the puerperium,binary
40001,O88,Cause of death: Obstetric embolism,binary
40001,O89,Cause of death: Complications of anaesthesia during the puerperium,binary
40001,O90,"Cause of death: Complications of the puerperium, not elsewhere classified",binary
40001,O91,Cause of death: Infections of breast associated with childbirth,binary
40001,O92,Cause of death: Other disorders of breast and lactation associated with childbirth,binary
40001,O94,"Cause of death: Sequelae of complication of pregnancy, childbirth and the puerperium",binary
40001,O95,Cause of death: Obstetric death of unspecified cause,binary
40001,O96,Cause of death: Death from any obstetric cause occurring more than 42 days but less than one year after delivery,binary
40001,O97,Cause of death: Death from sequelae of direct obstetric causes,binary
40001,O98,"Cause of death: Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",binary
40001,O99,"Cause of death: Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",binary
40001,P00,Cause of death: Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,binary
40001,P01,Cause of death: Foetus and newborn affected by maternal complications of pregnancy,binary
40001,P02,"Cause of death: Foetus and newborn affected by complications of placenta, cord and membranes",binary
40001,P03,Cause of death: Foetus and newborn affected by other complications of labour and delivery,binary
